acc	feature	start..end	content_fraction	content_count	 length
Q01853	prediction-disorder-espN	1..21,246..249,311..319,403..405,460..461,509..513,585..596,610..614,623..626,648..651,663..667,699..735,741..806	0.22	177	
Q01853	prediction-disorder-iups	1..10,13..17,28..28,186..189,193..193,195..198,708..733,766..806	0.114	92	
Q01853	prediction-disorder-iupl	1..4,10..15,186..189,193..197,201..201,285..289,394..395,705..736,739..740,754..756,768..806	0.128	103	
Q01853	prediction-lip-anchor	264..270,412..417,574..576,689..700,735..744,752..776,792..806	0.097	78	
Q01853	prediction-disorder-mobidb_lite	708..727,768..806	0.073	59	
Q01853	prediction-polyampholyte-mobidb_lite_sub	708..727	0.025	20	
Q01853	prediction-polar-mobidb_lite_sub	768..794	0.033	27	
Q01853	prediction-disorder-th_50	1..21,188..189,193..198,315..319,705..733,767..806	0.128	103	
Q01853	homology-domain-merge	25..106,126..190,241..370,393..435,514..647,669..710,720..760	0.666	537	
Q01853	prediction-low_complexity-merge	85..96,583..597,699..713,775..794	0.077	62	
Q01853	curated-disorder-disprot	1..15,469..482,703..726,736..806	0.154	124	
Q01853	curated-disorder-ideal	1..22,337..338,583..596,610..615,623..623,646..650,665..668,670..685,703..727,731..734,736..806	0.211	170	
Q01853	curated-disorder-merge	1..22,337..338,469..482,583..596,610..615,623..623,646..650,665..668,670..685,703..727,731..734,736..806	0.228	184	
Q01853	curated-disorder-priority	1..22,337..338,469..482,583..596,610..615,623..623,646..650,665..668,670..685,703..727,731..734,736..806	0.228	184	
Q01853	derived-binding_mode_disorder_to_disorder-mobi	1..16,708..726,764..806	0.097	78	
Q01853	derived-binding_mode_disorder_to_disorder-priority	1..16,708..726,764..806	0.097	78	
Q01853	derived-binding_mode_disorder_to_order-mobi	665..666,705..707,741..755,760..763	0.03	24	
Q01853	derived-binding_mode_disorder_to_order-priority	665..666,705..707,741..755,760..763	0.03	24	
Q01853	derived-missing_residues-th_90	1..17,708..727,764..806	0.099	80	
Q01853	derived-missing_residues_context_dependent-th_90	18..22,583..596,623..623,646..650,665..666,670..685,705..707,731..734,741..755,760..763	0.086	69	
Q01853	derived-observed-priority	23..336,339..468,483..582,597..609,616..622,624..645,651..664,669..669,686..702,728..730,735..735	0.772	622	
Q01853	derived-observed-th_90	23..582,597..622,624..645,651..664,667..669,686..704,728..730,735..740,756..759	0.815	657	
Q01853	prediction-lip-priority	264..270,412..417,574..576,689..700,735..744,752..776,792..806	0.097	78	
P50477	prediction-disorder-glo	3..3,7..7,26..36,97..101,126..131,147..151,242..258,396..399,421..428,437..438,442..442	0.137	61	
P50477	prediction-disorder-iupl	29..44,133..134,206..206,222..222,230..239,241..246,318..319,331..333,401..401,404..405,410..410,412..414,420..423,428..430	0.124	55	
P50477	prediction-disorder-iups	32..47,217..217,222..224,229..255,398..399,401..401,404..408,410..410,414..414,421..423,429..431,441..445	0.153	68	
P50477	prediction-disorder-espX	1..49,225..247	0.162	72	
P50477	prediction-disorder-espN	1..7,23..49,102..105,224..224,233..259,428..430	0.155	69	
P50477	prediction-low_complexity-seg	9..42,98..111,205..216,314..329,404..411	0.189	84	
P50477	prediction-disorder-jronn	1..50,200..202,206..209,211..250,318..333,372..375,395..445	0.378	168	
P50477	prediction-disorder-vsl	1..3,23..67,74..81,130..130,183..183,196..263,269..272,320..331,375..376,398..415,427..432,443..445	0.384	171	
P50477	prediction-low_complexity-pfilt	7..26	0.045	20	
P50477	prediction-disorder-dis465	1..4,25..44,228..246,321..329,443..445	0.124	55	
P50477	prediction-disorder-disHL	1..4,6..6,31..42,72..76,81..81,124..129,145..153,166..170,232..262,266..274,324..324,345..346,383..398,416..420,427..442,444..445	0.281	125	
P50477	homology-domain-pfam	249..406,61..165	0.591	263	
P50477	homology-domain-gene3d	246..422,41..237	0.84	374	
P50477	prediction-lip-anchor	12..17,261..264,280..287,438..445	0.058	26	
P50477	prediction-disorder-th_50	1..4,25..47,229..255,398..398,428..430,444..445	0.135	60	
P50477	prediction-low_complexity-merge	7..42,98..111,205..216,314..329,404..411	0.193	86	
P50477	homology-domain-merge	41..237,246..422	0.84	374	
P50477	prediction-signal_peptide-uniprot	1..26	0.058426966292134834	26	
P50477	curated-disorder-disprot	1..45,228..244,427..445	0.182	81	
P50477	curated-disorder-merge	1..45,228..244,427..445	0.182	81	
P50477	curated-disorder-priority	1..45,228..244,427..445	0.182	81	
P50477	derived-binding_mode_disorder_to_disorder-mobi	1..43,228..240,425..445	0.173	77	
P50477	derived-binding_mode_disorder_to_disorder-priority	1..43,228..240,425..445	0.173	77	
P50477	derived-binding_mode_disorder_to_order-mobi	44..45,226..227,324..330	0.025	11	
P50477	derived-binding_mode_disorder_to_order-priority	44..45,226..227,324..330	0.025	11	
P50477	derived-lip-merge	293..321,331..385	0.189	84	
P50477	derived-missing_residues-priority	425..426	0.004	2	
P50477	derived-missing_residues-th_90	1..43,228..240,425..445	0.173	77	
P50477	derived-missing_residues_context_dependent-th_90	44..45,224..227,241..245,321..331,423..424	0.054	24	
P50477	derived-observed-priority	46..223,246..320,332..422	0.773	344	
P50477	derived-observed-th_90	46..223,246..320,332..422	0.773	344	
P50477	prediction-lip-priority	12..17,261..264,280..287,438..445	0.058	26	
P43351	homology-domain-pfam	36..178	0.342	143	
P43351	homology-domain-gene3d	32..179	0.354	148	
P43351	prediction-low_complexity-seg	240..251,256..267,282..295	0.091	38	
P43351	prediction-disorder-iupl	5..6,8..12,184..184,186..193,195..310,313..313,315..317,319..321,324..418	0.56	234	
P43351	prediction-disorder-vsl	1..18,53..54,121..149,179..183,185..313,328..418	0.656	274	
P43351	prediction-disorder-dis465	1..8,138..148,192..202,220..300,341..353,368..384,394..418	0.397	166	
P43351	prediction-disorder-disHL	1..2,4..6,9..20,56..59,118..121,163..167,180..200,235..242,249..257,276..302,326..346,348..357,369..374,376..388,392..418	0.411	172	
P43351	prediction-disorder-jronn	1..21,46..46,130..150,181..312,315..315,324..418	0.648	271	
P43351	prediction-disorder-glo	1..3,9..23,54..55,122..126,210..213,219..234,237..237,285..301,333..353,374..380,415..418	0.227	95	
P43351	prediction-disorder-espX	1..20,189..311,338..353,365..418	0.51	213	
P43351	prediction-disorder-iups	1..14,197..204,207..304,332..333,336..383,385..393,397..418	0.481	201	
P43351	prediction-disorder-espD	370..418	0.117	49	
P43351	prediction-disorder-espN	1..22,47..61,192..308,314..316,324..418	0.603	252	
P43351	prediction-lip-anchor	164..173,206..219,229..251,259..279,301..346,354..366,371..394,415..415	0.364	152	
P43351	prediction-disorder-mobidb_lite	219..302,368..418	0.323	135	
P43351	prediction-polar-mobidb_lite_sub	219..252,368..398	0.156	65	
P43351	prediction-polyampholyte-mobidb_lite_sub	253..276,399..418	0.105	44	
P43351	prediction-disorder-th_50	1..20,189..308,328..418	0.553	231	
P43351	homology-domain-merge	32..179	0.354	148	
P43351	prediction-low_complexity-merge	240..251,256..267,282..295	0.091	38	
P43351	curated-disorder-disprot	1..23	0.055	23	
P43351	curated-disorder-merge	1..23	0.055	23	
P43351	curated-disorder-priority	1..23	0.055	23	
P43351	derived-binding_mode_disorder_to_disorder-mobi	1..23	0.055	23	
P43351	derived-binding_mode_disorder_to_disorder-priority	1..23	0.055	23	
P43351	derived-binding_mode_disorder_to_order-mobi	24..24,57..62,209..212	0.026	11	
P43351	derived-binding_mode_disorder_to_order-priority	24..24,57..62,209..212	0.026	11	
P43351	derived-lip-merge	177..209	0.079	33	
P43351	derived-lip-priority	183..209	0.065	27	
P43351	derived-lip-th_90	183..209	0.065	27	
P43351	derived-missing_residues-priority	210..212	0.007	3	
P43351	derived-missing_residues-th_90	1..23,210..212	0.062	26	
P43351	derived-missing_residues_context_dependent-th_90	24..24,209..209	0.005	2	
P43351	derived-observed-priority	25..208	0.44	184	
P43351	derived-observed-th_90	25..208	0.44	184	
P43351	prediction-disorder-priority	219..302,368..418	0.323	135	
P43351	prediction-lip-priority	164..173,210..219,229..251,259..279,301..346,354..366,371..394,415..415	0.354	148	
Q05158	prediction-disorder-iups	1..3,78..78,82..111,192..194	0.191	37	
Q05158	prediction-disorder-dis465	1..7,93..104,117..120,191..194	0.139	27	
Q05158	prediction-disorder-disHL	1..6,8..13,62..67,91..107,109..110,117..118,135..144,151..162,193..194	0.325	63	
Q05158	prediction-disorder-glo	1..2,4..7,11..13,62..111,143..143,171..185,187..187	0.392	76	
Q05158	prediction-disorder-espX	1..12,73..112,191..194	0.289	56	
Q05158	prediction-disorder-vsl	1..7,65..125,153..163,189..194	0.438	85	
Q05158	prediction-disorder-espN	1..10,62..119,135..141,176..194	0.485	94	
Q05158	prediction-low_complexity-seg	59..78	0.103	20	
Q05158	prediction-disorder-iupl	84..108	0.129	25	
Q05158	prediction-disorder-jronn	1..9,68..120	0.32	62	
Q05158	homology-domain-pfam	10..65,120..176	0.582	113	
Q05158	prediction-disorder-mobidb_lite	84..110	0.139	27	
Q05158	prediction-polar-mobidb_lite_sub	96..110	0.077	15	
Q05158	prediction-disorder-th_50	1..7,73..111,117..118,192..194	0.263	51	
Q05158	prediction-low_complexity-merge	59..78	0.103	20	
Q05158	homology-domain-merge	10..65,120..176	0.582	113	
Q05158	curated-disorder-disprot	68..117,175..194	0.361	70	
Q05158	curated-disorder-merge	68..117,175..194	0.361	70	
Q05158	curated-disorder-priority	68..117,175..194	0.361	70	
Q05158	derived-missing_residues-priority	1..7	0.036	7	
Q05158	derived-missing_residues-th_90	1..7,68..116,176..194	0.387	75	
Q05158	derived-mobile_context_dependent-th_90	117..175	0.304	59	
Q05158	derived-observed-priority	8..67,118..174	0.603	117	
Q05158	derived-observed-th_90	8..67,117..175	0.613	119	
Q14191	prediction-low_complexity-seg	399..414,506..526,1071..1080,1117..1129	0.042	60	
Q14191	prediction-disorder-iups	1..9,328..332,351..353,358..359,362..364,366..368,370..370,373..373,378..381,418..422,424..442,445..469,475..484,487..532,1142..1144,1234..1234,1386..1386,1393..1400,1420..1432	0.113	162	
Q14191	prediction-disorder-jronn	1..13,263..270,274..276,301..334,358..389,397..438,440..462,476..534,698..709,758..761,850..856,942..957,1002..1005,1072..1112,1116..1152,1191..1200,1230..1252,1363..1432	0.306	438	
Q14191	prediction-disorder-vsl	1..24,67..75,253..258,273..276,303..332,349..530,800..804,843..846,856..858,898..903,919..926,947..956,992..997,1005..1008,1056..1062,1065..1152,1167..1168,1229..1259,1263..1264,1267..1274,1325..1329,1361..1432	0.36	516	
Q14191	prediction-disorder-glo	1..1,7..8,77..89,317..320,352..352,355..356,423..434,452..461,484..488,516..529,724..729,944..959,1079..1080,1082..1086,1114..1122,1323..1327,1357..1376,1378..1379,1420..1421,1424..1424,1427..1428,1431..1432	0.095	136	
Q14191	prediction-disorder-espD	1392..1432	0.029	41	
Q14191	prediction-disorder-dis465	1..12,323..330,426..429,504..523,777..779,951..954,1006..1010,1079..1086,1128..1147,1166..1167,1232..1245,1379..1401,1425..1432	0.091	131	
Q14191	prediction-disorder-disHL	1..25,36..46,136..145,163..177,187..197,201..210,270..280,303..314,326..332,356..385,422..434,451..461,483..496,498..529,544..550,580..580,629..632,691..696,704..710,720..734,758..773,800..806,825..828,872..883,927..932,1003..1013,1047..1049,1077..1107,1111..1127,1140..1147,1167..1177,1188..1205,1233..1253,1316..1329,1358..1367,1378..1432	0.346	496	
Q14191	prediction-disorder-espN	1..13,371..381,420..436,440..442,447..463,467..468,479..533,545..550,575..575,842..844,855..859,949..954,1000..1011,1055..1059,1078..1102,1118..1150,1163..1174,1190..1192,1204..1206,1230..1244,1305..1308,1322..1329,1356..1370,1378..1432	0.23	329	
Q14191	prediction-disorder-espX	1..12,423..431,486..490,497..528,1380..1387,1398..1399,1413..1432	0.061	88	
Q14191	prediction-disorder-iupl	1..3,316..316,320..321,326..326,331..335,339..339,349..355,357..383,385..385,389..390,400..484,487..491,493..530,1094..1094,1132..1132,1140..1144,1171..1172,1196..1200,1230..1236,1239..1240,1366..1369,1380..1380,1386..1399,1405..1406,1422..1426	0.159	227	
Q14191	homology-domain-pfam	1156..1214,1258..1352,551..710,60..228,763..858,871..940,955..1053	0.522	748	
Q14191	homology-domain-gene3d	33..236,949..1079	0.234	335	
Q14191	prediction-lip-anchor	387..423,434..453,459..487,490..502,538..545,1109..1114,1155..1160,1181..1185,1214..1223,1346..1353,1407..1413,1428..1432	0.108	154	
Q14191	prediction-disorder-mobidb_lite	498..529	0.022	32	
Q14191	prediction-negative_polyelectrolyte-mobidb_lite_sub	507..528	0.015	22	
Q14191	prediction-disorder-th_50	1..12,326..326,328..332,358..359,362..364,366..368,370..381,420..436,440..442,447..462,479..530,951..954,1079..1086,1094..1094,1118..1122,1132..1132,1140..1147,1232..1244,1363..1369,1378..1432	0.159	228	
Q14191	prediction-low_complexity-merge	399..414,506..526,1071..1080,1117..1129	0.042	60	
Q14191	homology-domain-merge	33..236,551..710,763..858,871..940,949..1079,1156..1214,1258..1352	0.569	815	
Q14191	curated-conformational_diversity-codnas	949..1092	0.101	144	
Q14191	curated-conformational_diversity-merge	949..1092	0.101	144	
Q14191	curated-disorder-disprot	1069..1092	0.017	24	
Q14191	curated-disorder-ideal	231..236,949..955,1065..1092,1236..1242	0.034	48	
Q14191	curated-disorder-merge	231..236,949..955,1065..1092,1236..1242	0.034	48	
Q14191	curated-disorder-priority	231..236,949..955,1065..1092,1236..1242	0.034	48	
Q14191	curated-lip-disprot	1069..1092	0.017	24	
Q14191	curated-lip-merge	1069..1092	0.017	24	
Q14191	curated-lip-priority	1069..1092	0.017	24	
Q14191	derived-binding_mode_disorder_to_disorder-mobi	21..23,232..236,517..527,1093..1093,1240..1242	0.016	23	
Q14191	derived-binding_mode_disorder_to_disorder-priority	21..23,232..236,517..527,1093..1093,1240..1242	0.016	23	
Q14191	derived-lip-merge	8..20	0.009	13	
Q14191	derived-lip-priority	8..20	0.009	13	
Q14191	derived-lip-th_90	8..20	0.009	13	
Q14191	derived-missing_residues-priority	21..23,517..527,1093..1093	0.01	15	
Q14191	derived-missing_residues-th_90	21..23,232..236,517..527,1093..1093,1240..1242	0.016	23	
Q14191	derived-missing_residues_context_dependent-th_90	231..231,949..955,1065..1092,1236..1239	0.028	40	
Q14191	derived-mobile-th_90	1087..1092	0.004	6	
Q14191	derived-mobile_context_dependent-th_90	949..1086,1140..1239	0.166	238	
Q14191	derived-observed-priority	8..20,38..230,528..948,956..1064,1140..1235	0.581	832	
Q14191	derived-observed-th_90	8..20,38..230,528..948,956..1064,1140..1235	0.581	832	
Q14191	prediction-disorder-priority	498..516	0.013	19	
Q14191	prediction-lip-priority	387..423,434..453,459..487,490..502,538..545,1109..1114,1155..1160,1181..1185,1214..1223,1346..1353,1407..1413,1428..1432	0.108	154	
P02511	prediction-disorder-jronn	7..9,42..47,100..118,139..142,144..175	0.366	64	
P02511	prediction-disorder-iups	1..4,111..112,144..175	0.217	38	
P02511	prediction-disorder-vsl	1..4,32..52,57..73,85..91,100..114,132..175	0.617	108	
P02511	prediction-disorder-glo	1..1,7..7,13..21,40..59,131..134,138..155,166..166,169..169,172..172	0.32	56	
P02511	prediction-disorder-espX	1..5,157..175	0.137	24	
P02511	prediction-disorder-espD	151..175	0.143	25	
P02511	prediction-disorder-espN	1..3,37..46,102..117,136..140,146..157,165..175	0.326	57	
P02511	prediction-disorder-dis465	1..3,105..110,151..154,166..175	0.131	23	
P02511	prediction-disorder-disHL	1..13,15..15,49..53,79..93,101..116,118..123,126..129,134..175	0.583	102	
P02511	prediction-disorder-iupl	105..106,109..110,139..140,142..175	0.229	40	
P02511	homology-domain-pfam	68..161,1..56	0.857	150	
P02511	homology-domain-gene3d	52..175	0.709	124	
P02511	prediction-lip-anchor	135..144,174..175	0.069	12	
P02511	prediction-disorder-mobidb_lite	146..175	0.171	30	
P02511	prediction-polyampholyte-mobidb_lite_sub	159..175	0.097	17	
P02511	prediction-disorder-th_50	1..3,105..112,139..140,142..142,144..175	0.263	46	
P02511	homology-domain-merge	1..174	0.994	174	
P02511	curated-conformational_diversity-codnas	68..162	0.543	95	
P02511	curated-conformational_diversity-merge	68..162	0.543	95	
P02511	curated-disorder-disprot	166..175	0.057	10	
P02511	curated-disorder-merge	166..175	0.057	10	
P02511	curated-disorder-priority	166..175	0.057	10	
P02511	derived-binding_mode_disorder_to_order-mobi	1..67,163..175	0.457	80	
P02511	derived-binding_mode_disorder_to_order-priority	1..67,163..175	0.457	80	
P02511	derived-lip-merge	1..44,90..100,149..175	0.469	82	
P02511	derived-missing_residues_context_dependent-th_90	64..65,67..68,71..72,150..157	0.08	14	
P02511	derived-mobile_context_dependent-th_90	64..152	0.509	89	
P02511	derived-observed-priority	1..63,66..66,69..70,73..149,158..165	0.863	151	
P02511	derived-observed-th_90	1..63,66..66,69..70,73..149,158..175	0.92	161	
P02511	prediction-disorder-priority	150..157	0.046	8	
P02511	prediction-lip-priority	135..144,174..175	0.069	12	
O35718	prediction-lip-anchor	97..99,116..127,162..179,187..194	0.182	41	
O35718	prediction-low_complexity-seg	129..141	0.058	13	
O35718	prediction-disorder-dis465	1..5,7..7,103..111,136..156,222..225	0.178	40	
O35718	prediction-disorder-disHL	1..18,26..30,72..75,83..92,102..113,150..160,198..200,204..204,206..217,220..225	0.364	82	
O35718	prediction-disorder-espN	1..18,100..114,127..161,223..225	0.316	71	
O35718	prediction-disorder-espX	1..22,128..161,222..225	0.267	60	
O35718	prediction-disorder-iupl	81..81,97..102,104..108,131..156,158..161,204..205	0.196	44	
O35718	prediction-disorder-iups	1..9,104..104,106..109,131..158,219..225	0.218	49	
O35718	prediction-disorder-jronn	12..30,98..116,128..163,179..224	0.533	120	
O35718	prediction-disorder-vsl	1..28,83..169,221..225	0.533	120	
O35718	prediction-disorder-glo	2..2,4..4,7..7,11..13,100..114,125..161,163..163,218..218,221..221,223..223	0.276	62	
O35718	homology-domain-pfam	46..127	0.364	82	
O35718	homology-domain-gene3d	18..185	0.747	168	
O35718	prediction-disorder-mobidb_lite	131..160	0.133	30	
O35718	prediction-disorder-th_50	1..9,11..18,100..113,128..161,221..225	0.311	70	
O35718	prediction-low_complexity-merge	129..141	0.058	13	
O35718	homology-domain-merge	18..185	0.747	168	
O35718	curated-disorder-disprot	128..163	0.16	36	
O35718	curated-disorder-ideal	15..225	0.938	211	
O35718	curated-disorder-merge	15..225	0.938	211	
O35718	curated-disorder-priority	15..225	0.938	211	
O35718	curated-lip-ideal	22..225	0.907	204	
O35718	curated-lip-merge	22..225	0.907	204	
O35718	curated-lip-priority	22..225	0.907	204	
O35718	derived-binding_mode_disorder_to_disorder-mobi	15..28,201..225	0.173	39	
O35718	derived-binding_mode_disorder_to_disorder-priority	15..28,201..225	0.173	39	
O35718	derived-binding_mode_disorder_to_order-mobi	29..29,155..163,169..172	0.062	14	
O35718	derived-binding_mode_disorder_to_order-priority	29..29,155..163,169..172	0.062	14	
O35718	derived-lip-merge	186..200	0.067	15	
O35718	derived-lip-th_90	186..200	0.067	15	
O35718	derived-missing_residues-th_90	15..28,201..225	0.173	39	
O35718	derived-missing_residues_context_dependent-th_90	29..29,155..163,169..172	0.062	14	
O35718	derived-mobile-th_90	98..101,106..117,134..160,186..186,199..200	0.204	46	
O35718	derived-mobile_context_dependent-th_90	30..97,102..105,118..133,161..185,187..198	0.556	125	
O35718	derived-observed-th_90	30..154,164..168,173..200	0.702	158	
P12579	prediction-lip-anchor	1..8,17..27,39..48,58..63,80..89,97..107,118..120,141..156,170..174,192..193,220..228,235..241	0.407	98	
P12579	prediction-disorder-vsl	1..130,160..165,173..241	0.851	205	
P12579	prediction-disorder-iups	1..10,39..40,52..52,56..92,95..101,103..110,112..124,197..231,233..241	0.506	122	
P12579	prediction-disorder-espX	1..9,29..37,63..77,198..241	0.32	77	
P12579	prediction-disorder-espD	1..68,202..241	0.448	108	
P12579	prediction-disorder-dis465	1..9,29..37,52..54,112..121,159..161,202..216,234..234,236..236,238..241	0.228	55	
P12579	prediction-disorder-disHL	1..17,23..77,84..97,110..118,120..129,153..164,182..190,201..241	0.693	167	
P12579	prediction-disorder-espN	1..100,108..133,157..164,198..222,227..241	0.722	174	
P12579	prediction-low_complexity-seg	113..122	0.041	10	
P12579	prediction-disorder-iupl	1..17,19..29,31..90,93..93,96..107,109..137,153..154,157..161,163..169,173..173,182..185,189..231,234..235,237..241	0.826	199	
P12579	prediction-disorder-jronn	1..136,153..167,188..236	0.83	200	
P12579	prediction-disorder-glo	5..5,9..10,27..38,58..81,86..99,162..163,214..217,222..234,236..236,239..239	0.307	74	
P12579	homology-domain-pfam	60..231	0.714	172	
P12579	prediction-disorder-mobidb_lite	52..77,201..241	0.278	67	
P12579	prediction-polar-mobidb_lite_sub	52..76,212..232	0.191	46	
P12579	prediction-disorder-th_50	1..17,19..100,109..129,159..164,198..241	0.705	170	
P12579	prediction-low_complexity-merge	113..122	0.041	10	
P12579	homology-domain-merge	60..231	0.714	172	
P12579	curated-disorder-disprot	1..241	1	241	
P12579	curated-disorder-merge	1..241	1	241	
P12579	curated-disorder-priority	1..241	1	241	
P12579	curated-lip-disprot	1..241	1	241	
P12579	curated-lip-merge	1..241	1	241	
P12579	curated-lip-priority	1..241	1	241	
Q9Y613	prediction-low_complexity-pfilt	582..594,599..611,892..912	0.04	47	
Q9Y613	prediction-disorder-espX	1..13,314..437,470..528,531..531,533..621,995..1164	0.392	456	
Q9Y613	prediction-low_complexity-seg	217..230,342..354,402..413,570..615,902..917,1028..1043,1090..1101	0.111	129	
Q9Y613	prediction-disorder-jronn	1..5,38..50,336..446,450..531,536..539,543..625,669..701,742..758,834..847,858..882,897..922,995..1155,1157..1159	0.496	577	
Q9Y613	prediction-disorder-vsl	1..13,37..37,85..95,101..105,129..137,266..267,332..438,450..627,670..691,695..695,740..754,833..841,847..854,871..879,891..925,990..1164	0.515	600	
Q9Y613	prediction-disorder-iups	1..13,19..19,340..411,462..464,467..509,514..526,528..528,531..531,543..610,612..619,681..685,688..695,739..739,744..744,747..754,1001..1143,1158..1164	0.34	396	
Q9Y613	prediction-disorder-espD	1114..1164	0.044	51	
Q9Y613	prediction-disorder-dis465	1..11,344..395,403..409,428..435,452..461,487..497,613..619,680..687,744..745,873..874,902..914,994..1008,1022..1051,1060..1077,1081..1101,1117..1137,1158..1164	0.209	243	
Q9Y613	prediction-disorder-disHL	1..14,28..37,100..115,127..135,248..252,288..290,316..324,333..375,378..384,426..435,492..500,513..541,614..614,616..624,638..647,671..710,865..874,876..876,898..905,996..1014,1020..1032,1043..1049,1057..1080,1084..1095,1098..1098,1100..1100,1114..1164	0.319	371	
Q9Y613	prediction-disorder-glo	2..3,5..5,7..11,29..49,250..254,341..357,361..416,469..485,489..498,515..523,540..551,566..619,640..647,757..763,832..836,1024..1051,1061..1070,1072..1104,1152..1153,1156..1156,1158..1160	0.263	306	
Q9Y613	prediction-disorder-espN	1..13,36..39,267..269,311..325,330..438,460..500,508..627,635..650,658..662,677..707,738..753,755..762,834..835,873..874,998..1107,1119..1119,1127..1134,1157..1164	0.44	512	
Q9Y613	prediction-disorder-iupl	1..10,15..17,45..45,306..315,334..335,338..445,449..534,537..537,540..619,673..673,676..695,739..742,746..755,996..1164	0.434	505	
Q9Y613	homology-domain-gene3d	1..339,687..1020	0.578	673	
Q9Y613	homology-domain-pfam	618..987,17..115	0.403	469	
Q9Y613	prediction-lip-anchor	17..23,29..29,321..341,366..377,389..389,391..429,435..472,479..487,497..512,519..582,606..610,625..639,646..656,718..723,955..961,1018..1026,1032..1061,1069..1087,1100..1126,1138..1162	0.311	362	
Q9Y613	prediction-disorder-mobidb_lite	340..411,470..500,566..619,1020..1143	0.241	281	
Q9Y613	prediction-polyampholyte-mobidb_lite_sub	340..369	0.026	30	
Q9Y613	prediction-proline_rich-mobidb_lite_sub	570..610	0.035	41	
Q9Y613	prediction-polar-mobidb_lite_sub	1070..1120	0.044	51	
Q9Y613	prediction-disorder-th_50	1..13,334..437,460..464,467..531,533..534,536..621,677..695,744..744,747..753,873..874,996..1164	0.406	473	
Q9Y613	prediction-low_complexity-merge	217..230,342..354,402..413,570..615,892..917,1028..1043,1090..1101	0.119	139	
Q9Y613	homology-domain-merge	1..339,618..1020	0.637	742	
Q9Y613	curated-disorder-disprot	1104..1164	0.052	61	
Q9Y613	curated-disorder-merge	1104..1164	0.052	61	
Q9Y613	curated-disorder-priority	1104..1164	0.052	61	
Q9Y613	curated-lip-disprot	1104..1164	0.052	61	
Q9Y613	curated-lip-merge	1104..1164	0.052	61	
Q9Y613	curated-lip-priority	1104..1164	0.052	61	
Q9Y613	derived-binding_mode_disorder_to_disorder-mobi	1..13,95..96	0.013	15	
Q9Y613	derived-binding_mode_disorder_to_disorder-priority	1..13,95..96	0.013	15	
Q9Y613	derived-binding_mode_disorder_to_order-mobi	93..94	0.002	2	
Q9Y613	derived-binding_mode_disorder_to_order-priority	93..94	0.002	2	
Q9Y613	derived-missing_residues-priority	1..13,95..96	0.013	15	
Q9Y613	derived-missing_residues-th_90	1..13,95..96	0.013	15	
Q9Y613	derived-missing_residues_context_dependent-th_90	93..94,97..107	0.011	13	
Q9Y613	derived-observed-priority	14..92,108..339	0.267	311	
Q9Y613	derived-observed-th_90	14..92,108..339	0.267	311	
Q9Y613	prediction-disorder-priority	340..411,470..500,566..619,1020..1103	0.207	241	
Q9Y613	prediction-lip-priority	17..23,29..29,321..341,366..377,389..389,391..429,435..472,479..487,497..512,519..582,606..610,625..639,646..656,718..723,955..961,1018..1026,1032..1061,1069..1087,1100..1103	0.27	314	
P53563	prediction-disorder-glo	1..1,3..4,44..72,188..192,226..227,230..230	0.172	40	
P53563	prediction-disorder-iupl	27..65,68..72	0.189	44	
P53563	prediction-disorder-iups	1..5,29..71,73..73,232..233	0.219	51	
P53563	prediction-disorder-espX	1..78,230..233	0.352	82	
P53563	prediction-disorder-espD	3..3,17..17,21..22,25..26,28..41	0.086	20	
P53563	prediction-disorder-espN	1..6,17..78	0.292	68	
P53563	prediction-low_complexity-seg	31..48	0.077	18	
P53563	prediction-disorder-jronn	25..84,199..209	0.305	71	
P53563	prediction-disorder-vsl	1..7,14..77,200..207,230..233	0.356	83	
P53563	prediction-disorder-dis465	1..8,27..50,65..73,202..205,230..233	0.21	49	
P53563	prediction-disorder-disHL	1..6,15..31,35..35,37..55,73..78,116..119,226..233	0.262	61	
P53563	homology-domain-pfam	1..26,90..188	0.536	125	
P53563	homology-domain-gene3d	1..209	0.897	209	
P53563	prediction-lip-anchor	7..28,55..62	0.129	30	
P53563	prediction-disorder-mobidb_lite	27..73	0.202	47	
P53563	prediction-polyampholyte-mobidb_lite_sub	32..46	0.064	15	
P53563	prediction-disorder-th_50	1..6,17..17,21..22,25..77,230..230,232..233	0.279	65	
P53563	prediction-low_complexity-merge	31..48	0.077	18	
P53563	homology-domain-merge	1..209	0.897	209	
P53563	prediction-transmembrane-uniprot	210..226	0.07296137339055794	17	
P53563	curated-disorder-disprot	31..80	0.215	50	
P53563	curated-disorder-merge	31..80	0.215	50	
P53563	curated-disorder-priority	31..80	0.215	50	
P53563	derived-binding_mode_disorder_to_disorder-mobi	31..79,199..233	0.361	84	
P53563	derived-binding_mode_disorder_to_disorder-priority	31..79,199..233	0.361	84	
P53563	derived-binding_mode_disorder_to_order-mobi	80..80,197..198	0.013	3	
P53563	derived-binding_mode_disorder_to_order-priority	80..80,197..198	0.013	3	
P53563	derived-missing_residues-priority	30..30,199..233	0.155	36	
P53563	derived-missing_residues-th_90	30..79,199..233	0.365	85	
P53563	derived-missing_residues_context_dependent-th_90	1..1,25..29,80..81,197..198	0.043	10	
P53563	derived-observed-priority	2..24,82..196	0.592	138	
P53563	derived-observed-th_90	2..24,82..196	0.592	138	
P53563	prediction-disorder-priority	27..29	0.013	3	
